1.	CACM-3048	0.04814562882213726
2.	CACM-1410	0.047302274872611745
3.	CACM-1591	0.04632690212823489
4.	CACM-1844	0.044737722794481544
5.	CACM-1680	0.044263965877072244
6.	CACM-0397	0.044117225154569534
7.	CACM-1519	0.04248334958681942
8.	CACM-2621	0.03594664106775856
9.	CACM-1642	0.03584310389066499
10.	CACM-1161	0.03561456538945598
11.	CACM-0248	0.03507929829227151
12.	CACM-1033	0.03412415636153436
13.	CACM-2371	0.03377733440352381
14.	CACM-1506	0.03170005904508597
15.	CACM-2893	0.03133610916291726
16.	CACM-0414	0.030155419773382763
17.	CACM-2666	0.029504152086809107
18.	CACM-2931	0.029458460885079297
19.	CACM-0585	0.02837018510085938
20.	CACM-1750	0.02807873359480238
21.	CACM-1605	0.026641989766090373
22.	CACM-1698	0.026638924274442293
23.	CACM-2685	0.026301816686567635
24.	CACM-2542	0.026243941036334772
25.	CACM-1195	0.026119524613545737
26.	CACM-0252	0.02601831450046668
27.	CACM-2312	0.02528081615018695
28.	CACM-1236	0.024954309461635002
29.	CACM-0971	0.024667860148391434
30.	CACM-0462	0.024441325049212245
31.	CACM-0103	0.02362966766876431
32.	CACM-2947	0.02361792588320742
33.	CACM-1588	0.023608501596195684
34.	CACM-0006	0.023117583847642002
35.	CACM-1685	0.022806301870066416
36.	CACM-0069	0.022804832147415365
37.	CACM-0615	0.022663209083786842
38.	CACM-2950	0.022565453764185617
39.	CACM-1381	0.022449368725458555
40.	CACM-1168	0.02232286789427045
41.	CACM-2948	0.022227536564592462
42.	CACM-1264	0.02222122094447503
43.	CACM-2319	0.021871223627490447
44.	CACM-2951	0.021682048590572173
45.	CACM-0195	0.021319389401636878
46.	CACM-1697	0.020843221639881965
47.	CACM-1874	0.020841202322910906
48.	CACM-2197	0.020699469487516046
49.	CACM-1534	0.020470571947319372
50.	CACM-2572	0.020454265899131
51.	CACM-3025	0.020237373332449883
52.	CACM-2054	0.020169061982471686
53.	CACM-2764	0.020141185991286614
54.	CACM-2313	0.019902940474778318
55.	CACM-1280	0.0197187311041722
56.	CACM-2380	0.019667787576027614
57.	CACM-0031	0.01945745025148365
58.	CACM-3142	0.019429030787521093
59.	CACM-1408	0.019419394211889058
60.	CACM-1315	0.019144147382768064
61.	CACM-2321	0.0191018322258557
62.	CACM-0002	0.0190314513223847
63.	CACM-2622	0.018850809413207402
64.	CACM-1938	0.018776388426061615
65.	CACM-2909	0.018628664828139217
66.	CACM-2390	0.018566892777077484
67.	CACM-3069	0.018527909078799566
68.	CACM-2989	0.01850254434045062
69.	CACM-1753	0.018443349954009397
70.	CACM-1885	0.01833071605059846
71.	CACM-2357	0.018241621860592864
72.	CACM-2519	0.018194314540087343
73.	CACM-1341	0.0181321223575809
74.	CACM-2915	0.01805527076979095
75.	CACM-2920	0.017813674293566065
76.	CACM-2835	0.017211510114565245
77.	CACM-1544	0.017141910831022216
78.	CACM-2740	0.01691275823878867
79.	CACM-0265	0.01687144468046467
80.	CACM-3023	0.016648827516512383
81.	CACM-2892	0.016567602477178322
82.	CACM-1164	0.016565331992524676
83.	CACM-2358	0.016319025340550932
84.	CACM-3127	0.016291946722897004
85.	CACM-1166	0.016276540702374616
86.	CACM-2535	0.016261842101851293
87.	CACM-1691	0.016214928092070497
88.	CACM-1523	0.016179823942131546
89.	CACM-1260	0.01616582745107285
90.	CACM-3137	0.016061647036417926
91.	CACM-2541	0.016054320687531393
92.	CACM-2305	0.01599653788725034
93.	CACM-0068	0.015993356722132264
94.	CACM-2876	0.015962211975701076
95.	CACM-3011	0.0157613494061953
96.	CACM-2424	0.01574426027701943
97.	CACM-2372	0.01566904729906674
98.	CACM-3173	0.01564741369347651
99.	CACM-0146	0.01554419195033338
100.	CACM-2379	0.01546210323147247
