1.	CACM-2316	11.4906795771284
2.	CACM-2603	6.052940431310844
3.	CACM-2579	4.916230680556957
4.	CACM-1703	4.538386137033563
5.	CACM-2112	4.453618548934159
6.	CACM-1852	4.129090525721071
7.	CACM-1723	3.8555606818007897
8.	CACM-2705	3.8328514988181324
9.	CACM-2710	3.7578761083324577
10.	CACM-1565	3.5558395515372627
11.	CACM-0249	3.463211092816616
12.	CACM-1923	3.463211092816616
13.	CACM-2921	3.290527893843614
14.	CACM-0252	3.069440443238503
15.	CACM-0100	2.8134107167600364
16.	CACM-0929	2.8134107167600364
17.	CACM-2495	2.8134107167600364
18.	CACM-2708	2.8134107167600364
19.	CACM-2406	2.589729338494228
20.	CACM-1835	2.397484979312763
21.	CACM-2411	2.3766698395988426
22.	CACM-2558	2.128691218258526
23.	CACM-3115	2.1106370057032136
24.	CACM-2551	2.1078760785446056
25.	CACM-2658	2.1078760785446056
26.	CACM-0051	2.082004824083001
27.	CACM-0077	2.082004824083001
28.	CACM-1313	2.082004824083001
29.	CACM-2066	2.082004824083001
30.	CACM-2587	2.082004824083001
31.	CACM-2659	2.082004824083001
32.	CACM-2717	2.000399307462545
33.	CACM-0799	1.969791970134895
34.	CACM-3105	1.9607441021515686
35.	CACM-0628	1.731605546408308
36.	CACM-1102	1.731605546408308
37.	CACM-1466	1.731605546408308
38.	CACM-2661	1.731605546408308
39.	CACM-3093	1.6970064558450173
40.	CACM-0205	1.6452639469218069
41.	CACM-1459	1.6154009392245612
42.	CACM-2534	1.5589223474353062
43.	CACM-2843	1.37647018586757
44.	CACM-3045	1.37647018586757
45.	CACM-2423	1.3159998408426743
46.	CACM-2295	1.294864669247114
47.	CACM-2064	1.264257331919464
48.	CACM-1496	1.2085230697606137
49.	CACM-3196	1.1026203100656486
50.	CACM-1350	1.0933383788504667
51.	CACM-0265	1.0260709081928774
52.	CACM-0463	1.0260709081928774
53.	CACM-1138	1.0260709081928774
54.	CACM-2192	1.0260709081928774
55.	CACM-1947	1.0162787105791475
56.	CACM-0651	1.0001996537312725
57.	CACM-0762	1.0001996537312725
58.	CACM-0920	1.0001996537312725
59.	CACM-1142	1.0001996537312725
60.	CACM-2084	1.0001996537312725
61.	CACM-2126	1.0001996537312725
62.	CACM-2782	1.0001996537312725
63.	CACM-2814	1.0001996537312725
64.	CACM-3185	1.0001996537312725
65.	CACM-3188	1.0001996537312725
66.	CACM-3102	0.9138580542447712
67.	CACM-3099	0.9040658566310418
68.	CACM-0857	0.7941713437004361
69.	CACM-1098	0.791023320926243
70.	CACM-1787	0.6819584897523301
71.	CACM-2061	0.6807045102468736
72.	CACM-2449	0.6709355476521397
73.	CACM-3171	0.6658794329044546
74.	CACM-2542	0.656087235290725
75.	CACM-1683	0.6191930387289295
76.	CACM-2666	0.6191930387289295
77.	CACM-2111	0.5587226937040342
78.	CACM-1402	0.5040083478187829
79.	CACM-0951	0.37121441738861305
80.	CACM-1152	0.37121441738861305
81.	CACM-1293	0.37121441738861305
82.	CACM-1360	0.37121441738861305
83.	CACM-1707	0.37121441738861305
84.	CACM-2285	0.37121441738861305
85.	CACM-2779	0.37121441738861305
86.	CACM-2704	0.3205362699774468
87.	CACM-0689	0.2946650155158418
88.	CACM-1162	0.2798167031544274
89.	CACM-1163	0.2687937610542368
90.	CACM-1324	0.2687937610542368
91.	CACM-2647	0.2687937610542368
92.	CACM-3043	0.2687937610542368
93.	CACM-2820	0.2590015634405072
94.	CACM-3130	0.22143063591517542
95.	CACM-1788	0.12198181654284035
96.	CACM-1631	0.06276545102340048
97.	CACM-2373	0.03689419656179549
98.	CACM-2881	0.03689419656179549
99.	CACM-0637	0.019438524358423415
100.	CACM-2777	0.011022942100190392
