1.	CACM-0139	0.12160309
2.	CACM-0514	0.12160309
3.	CACM-0569	0.12160309
4.	CACM-1186	0.10388016
5.	CACM-2210	0.08273625
6.	CACM-2391	0.07600193
7.	CACM-2986	0.07502624
8.	CACM-2031	0.063977145
9.	CACM-2229	0.057650357
10.	CACM-0679	0.053925958
11.	CACM-2028	0.0523074
12.	CACM-2420	0.046071958
13.	CACM-2769	0.043128192
14.	CACM-0203	0.042798225
15.	CACM-0727	0.042349868
16.	CACM-2416	0.042033784
17.	CACM-1817	0.041353114
18.	CACM-2981	0.037201583
19.	CACM-1567	0.035557438
20.	CACM-2648	0.035445753
21.	CACM-0717	0.035439342
22.	CACM-0852	0.03159514
23.	CACM-2327	0.030073011
24.	CACM-0495	0.028246857
25.	CACM-1403	0.028237112
26.	CACM-2476	0.027850837
27.	CACM-0373	0.02775034
28.	CACM-1887	0.026917424
29.	CACM-3156	0.02659396
30.	CACM-0269	0.026519507
31.	CACM-0382	0.026519507
32.	CACM-0453	0.026234567
33.	CACM-0725	0.026234567
34.	CACM-1609	0.026153468
35.	CACM-2613	0.025713768
36.	CACM-1914	0.024864225
37.	CACM-2834	0.023424914
38.	CACM-1707	0.022799812
39.	CACM-1933	0.022269234
40.	CACM-2446	0.02183879
41.	CACM-1948	0.021679481
42.	CACM-0248	0.021183934
43.	CACM-2520	0.020518785
44.	CACM-3037	0.020090405
45.	CACM-2199	0.019823058
46.	CACM-2739	0.019805018
47.	CACM-0241	0.01956412
48.	CACM-0503	0.019559909
49.	CACM-1694	0.018886728
50.	CACM-2326	0.018480739
51.	CACM-1870	0.018357653
52.	CACM-1501	0.01810333
53.	CACM-2169	0.018013984
54.	CACM-1922	0.01797808
55.	CACM-2096	0.01789931
56.	CACM-2957	0.01787804
57.	CACM-1423	0.0178635
58.	CACM-2405	0.017691059
59.	CACM-2234	0.017689135
60.	CACM-0537	0.017656695
61.	CACM-1761	0.017278284
62.	CACM-1857	0.016765635
63.	CACM-1099	0.0165223
64.	CACM-2149	0.016468085
65.	CACM-2032	0.016413517
66.	CACM-2289	0.01639513
67.	CACM-1066	0.015947763
68.	CACM-0003	0.015821777
69.	CACM-0475	0.015821777
70.	CACM-0787	0.015821777
71.	CACM-1124	0.015821777
72.	CACM-1283	0.015821777
73.	CACM-1308	0.015804945
74.	CACM-2430	0.01577808
75.	CACM-3124	0.0157759
76.	CACM-0536	0.015749592
77.	CACM-2059	0.0155041795
78.	CACM-2346	0.015336638
79.	CACM-1836	0.015267572
80.	CACM-2058	0.015162116
81.	CACM-1935	0.01512144
82.	CACM-1997	0.014874524
83.	CACM-2806	0.014720503
84.	CACM-3108	0.01467413
85.	CACM-2714	0.014667208
86.	CACM-2763	0.01447768
87.	CACM-2851	0.0142746
88.	CACM-2554	0.014146874
89.	CACM-2697	0.014102014
90.	CACM-0067	0.0139074195
91.	CACM-2515	0.013813749
92.	CACM-2220	0.013763741
93.	CACM-0284	0.0134458365
94.	CACM-1725	0.013361956
95.	CACM-2177	0.013263829
96.	CACM-1683	0.013170744
97.	CACM-2842	0.013158707
98.	CACM-2466	0.013131633
99.	CACM-1215	0.013117284
100.	CACM-2046	0.01307202
